,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,title,artist,cluster_km,cluster_ag
1022,0.468,0.607,0.8181818181818182,0.5488425395370157,0.0336,0.072,0.000852,0.225,0.886,0.45586287386878355,Ramble On,Led Zeppelin,18,6
1023,0.317,0.887,0.8181818181818182,0.7356406142562457,0.0375,0.000582,0.00258,0.0891,0.871,0.7855435859909781,Rock and Roll,Led Zeppelin,32,17
1024,0.596,0.875,0.8181818181818182,0.7310566124226449,0.0977,0.147,7e-05,0.0909,0.737,0.5053677785085079,Royal Orleans,Led Zeppelin,22,41
1025,0.393,0.364,0.4545454545454546,0.5681870272748109,0.0345,0.0021,0.0703,0.121,0.308,0.5491251308367066,Since I've Been Loving You,Led Zeppelin,15,10
1026,0.34,0.943,0.4545454545454546,0.7874856749942699,0.0521,0.124,0.00123,0.238,0.496,0.8787595290804844,South Bound Saurez,Led Zeppelin,5,22
1027,0.338,0.34,0.8181818181818182,0.5175796470318588,0.0339,0.58,0.0032,0.116,0.197,0.3817791939532601,Stairway to Heaven,Led Zeppelin,13,2
1028,0.306,0.398,0.5454545454545454,0.48466651386660553,0.0412,0.0857,6.02e-05,0.0756,0.0948,0.3965486897803796,TANGERINE,Led Zeppelin,34,16
1029,0.544,0.4,0.18181818181818182,0.4967224386889755,0.0439,0.526,0.0378,0.0716,0.264,0.3565334988282589,Ten Years Gone,Led Zeppelin,12,21
1030,0.316,0.27,0.6363636363636364,0.4084804033921613,0.059,0.171,0.00225,0.165,0.0956,0.3634527922637298,Thank You,Led Zeppelin,34,16
1031,0.245,0.328,0.5454545454545454,0.5403162961265183,0.0377,0.673,0.0,0.138,0.102,0.40258801952593115,That's the Way,Led Zeppelin,39,2
1032,0.42,0.662,0.36363636363636365,0.619390327756131,0.0341,0.656,0.000423,0.096,0.378,0.6852091997888088,The Battle Of Evermore,Led Zeppelin,46,38
1033,0.531,0.798,0.18181818181818182,0.6796241118496447,0.148,0.132,0.0,0.356,0.852,0.521535953463815,The Crunge,Led Zeppelin,44,15
1034,0.409,0.515,0.8181818181818182,0.47366490946596373,0.116,0.0939,0.0723,0.0916,0.729,0.41926564714382314,The Lemon Song,Led Zeppelin,18,6
1035,0.443,0.555,0.36363636363636365,0.6434563373825348,0.0474,0.0533,0.024,0.311,0.755,0.4074787650867459,The Ocean,Led Zeppelin,17,20
1036,0.336,0.318,0.0,0.5467797387118954,0.0263,0.317,0.0716,0.111,0.24,0.36893635546827963,The Rain Song,Led Zeppelin,12,21
1037,0.367,0.752,0.5454545454545454,0.6970433188173275,0.0317,0.0133,0.00979,0.0658,0.401,0.9516112598301207,The Rover,Led Zeppelin,14,22
1038,0.267,0.78,0.6363636363636364,0.6675681870272747,0.055,0.053,0.192,0.271,0.674,0.6682722144517826,The Song Remains the Same,Led Zeppelin,14,6
1039,0.513,0.74,0.6363636363636364,0.644052257620903,0.044,0.00148,0.0729,0.0958,0.577,0.5145332950471938,THE WANTON SONG,Led Zeppelin,1,6
1040,0.55,0.835,0.6363636363636364,0.6742149896859958,0.0487,0.163,0.179,0.0864,0.808,0.515241897386971,Trampled Under Foot,Led Zeppelin,0,6
1041,0.34,0.472,0.8181818181818182,0.4767820307128122,0.0473,0.275,0.0,0.0843,0.533,0.3616465510054743,What Is and What Should Never Be,Led Zeppelin,34,11
1042,0.271,0.766,0.4545454545454546,0.7018106807242723,0.0329,0.00217,0.52,0.0707,0.803,0.6618901620059466,When The Levee Breaks,Led Zeppelin,40,40
1043,0.412,0.902,0.8181818181818182,0.5381618152647261,0.405,0.0484,0.131,0.405,0.422,0.41562074491242046,Whole Lotta Love,Led Zeppelin,29,32
1044,0.367,0.481,1.0,0.47788219115287645,0.0626,0.662,0.0237,0.137,0.383,0.7223112477885124,You Shook Me,Led Zeppelin,13,11
1045,0.328,0.575,0.6363636363636364,0.5914737565895026,0.0439,0.351,0.000556,0.688,0.249,0.6930640335682992,Your Time Is Gonna Come,Led Zeppelin,35,13
1046,0.788,0.865,0.0,0.6239284895713958,0.0575,0.131,1.58e-05,0.0238,0.947,0.5051964171583657,Do You Know What I Mean,Lee Michaels,31,0
1047,0.286,0.567,0.36363636363636365,0.6762777905111161,0.034,0.0442,0.000205,0.103,0.077,0.6645902611176466,Woman,Legs Diamond,15,10
1048,0.688,0.671,0.09090909090909091,0.7090534036213614,0.0975,0.0304,0.0,0.0782,0.537,0.3889810020470734,American Woman,Lenny Kravitz,48,18
1049,0.619,0.67,1.0,0.5968828787531514,0.0353,0.00165,0.0109,0.331,0.777,0.5986809807426894,Are You Gonna Go My Way,Lenny Kravitz,18,6
1050,0.587,0.872,0.6363636363636364,0.837680495072198,0.0484,0.018,0.0,0.622,0.735,0.7406747005807761,Fly Away,Lenny Kravitz,38,31
1051,0.356,0.481,0.2727272727272727,0.444143937657575,0.0648,0.0776,0.0,0.116,0.577,0.7378912364879261,Stranger In A Strange Land,Leon Russell,33,3
1052,0.494,0.946,0.36363636363636365,0.9435250974100389,0.0637,0.00129,0.0,0.398,0.741,0.47892255393251143,My Own Worst Enemy,Lit,5,19
1053,0.476,0.331,0.4545454545454546,0.387623195049278,0.0305,0.31,2.82e-06,0.172,0.24,0.6047388360396078,Close My Eyes Forever,Lita Ford,30,3
1054,0.468,0.743,0.0,0.5727251890900755,0.0326,0.00819,7.88e-05,0.369,0.648,0.7229735362498727,Kiss Me Deadly,Lita Ford,44,8
1055,0.629,0.609,0.8181818181818182,0.7546642218656887,0.0417,0.463,0.00136,0.165,0.589,0.5174047555090359,All That You Dream,Little Feat,23,49
1056,0.566,0.669,0.8181818181818182,0.6077928031171211,0.0694,0.7,0.0654,0.588,0.92,0.6933280226752749,Dixie Chicken,Little Feat,19,9
1057,0.396,0.817,0.5454545454545454,0.7360990144396057,0.045,0.00228,0.00417,0.372,0.0992,0.4180475921414611,I Alone,Live,24,25
1058,0.385,0.433,1.0,0.6456108182443272,0.0435,0.241,7.07e-06,0.11,0.427,0.4167044896673738,Lightning Crashes,Live,34,11
1059,0.504,0.918,0.0,0.9111620444648176,0.0517,0.00164,2.12e-05,0.78,0.539,0.4262312544577108,Cult Of Personality,Living Colour,45,8
1060,0.654,0.53,0.5454545454545454,0.7302773321109328,0.0556,0.000113,0.0197,0.0534,0.584,0.5524504673070333,Bound for the Floor,Local H,1,6
1061,0.664,0.695,0.0,0.5407746963098785,0.0292,0.134,0.0444,0.108,0.656,0.5268759436452728,Midnight Blue,Lou Gramm,31,0
1062,0.342,0.874,0.18181818181818182,0.7666743066697226,0.0653,0.0957,0.000893,0.852,0.59,0.5589714613881196,Sweet Jane (Live),Lou Reed,45,33
1063,0.575,0.318,0.0,0.30304836121934453,0.109,0.683,0.000202,0.0934,0.385,0.4840819199881437,Walk On The Wild Side,Lou Reed,36,21
1064,0.523,0.69,0.8181818181818182,0.44982809993123996,0.0414,0.21,0.0,0.243,0.845,0.8024620457766374,Lovin' Every Minute of It,Loverboy,42,26
1065,0.567,0.697,1.0,0.4806325922530368,0.0405,0.0286,7.05e-05,0.106,0.696,0.6602460193221501,The Kid Is Hot Tonite,Loverboy,18,6
1066,0.588,0.641,0.4545454545454546,0.5104286041714416,0.0312,0.0841,0.000663,0.303,0.548,0.5528672922127845,Turn Me Loose,Loverboy,17,32
1067,0.515,0.766,0.6363636363636364,0.48462067384826946,0.0343,0.0249,0.00103,0.455,0.774,0.6804018192091442,Working for the Weekend,Loverboy,38,6
1068,0.559,0.875,0.0,0.7226678890671556,0.0339,0.000157,5.21e-05,0.0609,0.425,0.4546123991515298,Wicked Sensation,Lynch Mob,48,34
1069,0.271,0.642,0.18181818181818182,0.5897318358927344,0.0384,0.00434,0.0781,0.118,0.819,0.8631332265026539,Call Me the Breeze,Lynyrd Skynyrd,28,29
1070,0.507,0.798,0.6363636363636364,0.5847352738941095,0.0443,0.355,0.165,0.921,0.502,0.44492816717457556,Dixie/Sweet Home Alabama,Lynyrd Skynyrd,35,31
1071,0.622,0.559,0.6363636363636364,0.5857437542975017,0.0413,0.119,7.94e-05,0.132,0.946,0.6013208718124474,Don't Ask Me No Questions,Lynyrd Skynyrd,42,7
1072,0.249,0.834,0.0,0.6935594774237909,0.0577,0.0738,9.48e-05,0.0924,0.338,0.5475365648070101,Free Bird,Lynyrd Skynyrd,37,34
1073,0.428,0.682,0.09090909090909091,0.5719917487966995,0.0441,0.313,1.34e-05,0.116,0.961,0.780759362350522,Gimme Back My Bullets,Lynyrd Skynyrd,28,29
1074,0.554,0.74,0.8181818181818182,0.7166628466651386,0.0803,0.698,6.9e-05,0.225,0.804,0.617655776730055,Gimme Three Steps,Lynyrd Skynyrd,47,9
1075,0.384,0.575,0.18181818181818182,0.5286270914508365,0.0635,0.0818,0.00387,0.161,0.775,0.910044553951037,I Know a Little,Lynyrd Skynyrd,28,29
1076,0.558,0.563,0.8181818181818182,0.5537932615173046,0.0543,0.0146,0.000195,0.273,0.617,0.5603516149649403,Saturday Night Special,Lynyrd Skynyrd,18,32
1077,0.422,0.752,0.5454545454545454,0.6719229887691954,0.0449,0.0366,0.000119,0.129,0.403,0.5579479246751082,Simple Man,Lynyrd Skynyrd,24,25
1078,0.596,0.605,0.6363636363636364,0.5131790052716021,0.0255,0.181,0.000331,0.0863,0.886,0.45294046814068306,Sweet Home Alabama,Lynyrd Skynyrd,42,7
1079,0.455,0.573,0.8181818181818182,0.5518679807471922,0.0355,0.0134,0.0304,0.428,0.644,0.5430394872127382,That Smell,Lynyrd Skynyrd,18,32
1080,0.432,0.425,0.8181818181818182,0.512262204904882,0.0918,0.312,3.19e-06,0.105,0.589,0.6707222186200317,The Ballad Of Curtis Loew,Lynyrd Skynyrd,23,11
1081,0.232,0.615,0.8181818181818182,0.6740316296126518,0.0295,0.0778,5.68e-06,0.0601,0.41,0.6784427421521133,Tuesday's Gone,Lynyrd Skynyrd,14,36
1082,0.646,0.574,0.6363636363636364,0.6412101764840705,0.0285,0.602,4.19e-05,0.135,0.933,0.6260478514991803,What's Your Name,Lynyrd Skynyrd,8,49
1083,0.537,0.702,0.0,0.5669035067614027,0.033,0.0244,0.0505,0.21,0.954,0.6771459535564427,You Got That Right,Lynyrd Skynyrd,28,0
1084,0.511,0.701,0.36363636363636365,0.7543433417373366,0.0333,0.414,9.77e-05,0.318,0.434,0.488180698228031,Merry-Go-Round,Mama's Pride,46,5
1085,0.456,0.696,0.4545454545454546,0.6115058446023378,0.0653,0.291,0.000207,0.0853,0.508,0.6583795700219528,Blinded by the Light,Manfred Mann,46,10
1086,0.661,0.557,0.36363636363636365,0.6920009168003667,0.049,0.262,0.0,0.0557,0.957,0.5809844477996277,Do Wah Diddy Diddy,Manfred Mann,17,7
1087,0.55,0.702,1.0,0.8089388035755214,0.0281,0.046,1.4e-06,0.119,0.515,0.7408738502579683,Sex and Candy,Marcy Playground,20,12
1088,0.326,0.872,0.18181818181818182,0.7214302085720834,0.122,0.214,0.0,0.461,0.492,0.8029946553784307,Paradise By The Dashboard Light,Meat Loaf,16,33
1089,0.586,0.48,0.8181818181818182,0.6510199404079762,0.0243,0.385,0.0,0.0947,0.488,0.36992284107855766,TWO OUT OF THREE AIN'T BAD,Meat Loaf,23,11
1090,0.459,0.681,0.18181818181818182,0.6677515471006188,0.0794,0.254,0.0,0.498,0.68,0.5790161079669134,You Took The Words Right Out Of My Mouth,Meat Loaf,44,15
1091,0.614,0.476,0.0,0.6276415310566124,0.0321,0.0448,0.0,0.0608,0.644,0.39338082049667006,I'm the Only One,Melissa Etheridge,31,0
1092,0.746,0.79,1.0,0.8544579417831766,0.0257,0.0485,0.0261,0.0534,0.891,0.4966283496512565,Down Under,Men At Work,22,28
1093,0.805,0.479,0.36363636363636365,0.3944991977996791,0.0436,0.0627,0.000143,0.104,0.962,0.5947211441380524,Who Can It Be Now?,Men At Work,17,7
1094,0.371,0.856,0.0,0.6031171212468485,0.0699,0.000254,0.136,0.606,0.22,0.568072138497022,Breadfan,Metallica,45,33
1095,0.579,0.824,0.5454545454545454,0.6706394682557872,0.03,0.00206,0.00903,0.059,0.635,0.5711936939023148,Enter Sandman,Metallica,1,47
1096,0.256,0.929,0.6363636363636364,0.7642906257162503,0.113,0.00311,0.201,0.11,0.278,0.525523578395502,Fade To Black,Metallica,24,25
1097,0.512,0.86,0.0,0.7882191152876461,0.0703,0.00631,0.00528,0.0652,0.258,0.5460823090247224,For Whom The Bell Tolls,Metallica,37,34
1098,0.491,0.951,0.09090909090909091,0.8968599587439834,0.0465,2.3e-05,0.00354,0.0424,0.555,0.49531766689206086,Fuel,Metallica,48,4
1099,0.656,0.864,0.36363636363636365,0.7079990831996332,0.0414,0.000197,0.107,0.281,0.617,0.4316314526811105,Harvester Of Sorrow,Metallica,5,19
1100,0.351,0.9,0.7272727272727273,0.7423332569333028,0.0357,0.000107,0.0262,0.11,0.777,0.5373475115553127,Hero of the Day,Metallica,32,47
1101,0.539,0.828,0.36363636363636365,0.6523951409580563,0.035,0.00067,0.421,0.154,0.562,0.4874535703368872,Master of Puppets,Metallica,40,40
1102,0.246,0.952,0.2727272727272727,0.8386431354572541,0.114,0.000558,0.00193,0.959,0.387,0.7010717031465649,No Leaf Clover,Metallica,45,33
1103,0.558,0.364,0.36363636363636365,0.5538391015356406,0.0265,0.0505,5.02e-06,0.0753,0.17,0.658449040839578,Nothing Else Matters,Metallica,15,10
1104,0.438,0.687,0.6363636363636364,0.650469860187944,0.0619,0.000668,0.0801,0.42,0.426,0.4770792615715226,One,Metallica,24,32
1105,0.632,0.845,0.6363636363636364,0.7794636717854686,0.0333,0.000773,0.00152,0.0618,0.433,0.4132679998888467,Sad But True,Metallica,1,12
1106,0.439,0.963,0.8181818181818182,0.8174192069676827,0.277,0.0364,0.00896,0.0784,0.435,0.6521225650478423,Seek & Destroy,Metallica,20,22
1107,0.432,0.904,0.9090909090909092,0.900435480174192,0.0432,0.000321,0.00982,0.206,0.6,0.6687770357265259,The Memory Remains,Metallica,20,12
1108,0.539,0.597,0.6363636363636364,0.6307128122851249,0.0258,0.0108,0.00552,0.134,0.251,0.6458192461953148,The Unforgiven,Metallica,15,36
1109,0.422,0.818,0.7272727272727273,0.8892505157002062,0.0319,1.64e-05,0.0137,0.0931,0.228,0.6902852008632907,Turn The Page,Metallica,24,25
1110,0.562,0.919,0.7272727272727273,0.8655512262204904,0.0293,0.000223,0.113,0.142,0.728,0.5250002315693921,Until It Sleeps,Metallica,32,47
1111,0.554,0.816,1.0,0.7090992436396973,0.0353,0.000526,0.000711,0.0988,0.362,0.608606044887411,Wherever I May Roam,Metallica,29,12
1112,0.511,0.972,0.9090909090909092,0.8979601191840476,0.0413,5.36e-06,0.00101,0.19,0.532,0.6158356413082745,Whiskey In The Jar,Metallica,20,12
1113,0.762,0.566,0.6363636363636364,0.5526931010772405,0.0495,0.0428,0.00018,0.0227,0.619,0.4668068433386749,Cruisin',Michael Nesmith,1,6
1114,0.698,0.846,0.6363636363636364,0.7900985560394224,0.0297,0.127,0.000187,0.682,0.71,0.5325447623634899,Drinkin' in the Driveway,Michael Stanley,38,31
1115,0.553,0.88,0.0,0.7899151959660784,0.0319,0.00873,7.94e-06,0.0861,0.846,0.7024981706018025,He Can't Love You,Michael Stanley,43,43
1116,0.244,0.585,1.0,0.4396057758423103,0.0785,0.0201,0.0364,0.765,0.142,0.44703544864254025,Let's Get the Show on the Road,Michael Stanley,35,13
1117,0.467,0.937,0.18181818181818182,0.719367407746963,0.0339,0.00036,0.00106,0.249,0.955,0.6962921108939506,My Town,Michael Stanley,43,43
1118,0.466,0.693,0.18181818181818182,0.48310795324318123,0.0364,0.0126,0.0051,0.962,0.599,0.4623792365620282,Rosewood Bitters,Michael Stanley,7,33
1119,0.427,0.74,0.8181818181818182,0.5599816639926655,0.115,0.114,0.00167,0.966,0.798,0.49718411619225816,Strike up the Band,Michael Stanley,35,31
1120,0.753,0.427,0.0,0.5605317442126976,0.0387,0.00787,0.00065,0.058,0.295,0.5519688029714985,Beds Are Burning,Midnight Oil,4,3
1121,0.544,0.84,0.0,0.5927572771029108,0.0627,0.25,0.0,0.167,0.743,0.3671023258829741,Devil With the Blue Dress On,Mitch Ryder,10,18
1122,0.541,0.81,0.0,0.531515012606005,0.0367,0.000975,0.00158,0.0681,0.647,0.720560583184357,I Melt With You,Modern English,28,18
1123,0.637,0.583,0.6363636363636364,0.47338986935594773,0.0296,0.162,0.178,0.133,0.62,0.4903574505136209,Dreams I'll Never See,Molly Hatchet,18,6
1124,0.273,0.821,0.8181818181818182,0.7828558331423332,0.0433,0.00153,0.0157,0.18,0.739,0.8331033077371965,Flirtin' With Disaster,Molly Hatchet,14,17
1125,0.644,0.935,0.36363636363636365,0.8327297730919091,0.12,0.0151,0.0,0.266,0.913,0.6539565946331478,What Do All The People Know,Monroes,0,44
1126,0.319,0.882,0.6363636363636364,0.6497364198945679,0.0598,0.0433,4.83e-05,0.346,0.429,0.7994655378430701,Bad Motor Scooter,Montrose,14,22
1127,0.411,0.633,0.8181818181818182,0.6416227366490945,0.0299,0.00399,0.00189,0.151,0.754,0.3646152706119916,Rock Candy,Montrose,18,6
1128,0.283,0.875,0.8181818181818182,0.5751088700435479,0.108,0.0277,0.00376,0.868,0.562,0.7795042562454265,Space Station #5,Montrose,11,23
1129,0.287,0.958,0.0,0.8713729085491633,0.0701,0.00547,0.0167,0.131,0.579,0.5481710649413203,Don't Go Away Mad (Just Go Away),Motley Crue,16,4
1130,0.53,0.952,0.18181818181818182,0.8358927343570937,0.0577,0.000837,0.0119,0.262,0.433,0.5139914226697172,Dr. Feelgood,Motley Crue,16,4
1131,0.6,0.931,0.6363636363636364,0.856887462754985,0.0734,0.0296,7.1e-05,0.392,0.542,0.648963958539816,"Girls, Girls, Girls",Motley Crue,20,47
1132,0.403,0.777,0.4545454545454546,0.775796470318588,0.0354,0.0999,3.28e-06,0.124,0.149,0.3535092025676414,Home Sweet Home,Motley Crue,37,25
1133,0.361,0.97,0.6363636363636364,0.8490946596378638,0.284,0.00169,0.00163,0.357,0.254,0.8290971572541428,Kickstart My Heart,Motley Crue,24,22
1134,0.485,0.945,0.0,0.7969745587898234,0.0402,0.0033,0.00525,0.0997,0.731,0.6296695967913745,Looks That Kill,Motley Crue,43,4
1135,0.446,0.904,0.0,0.80091680036672,0.046,8.18e-05,0.000712,0.0656,0.643,0.6194898063153604,Piece of Your Action,Motley Crue,48,4
1136,0.497,0.98,0.18181818181818182,0.8679349071739628,0.13,0.041,2.33e-05,0.28,0.237,0.6468798340110598,Same Ol' Situation,Motley Crue,37,4
1137,0.489,0.953,0.0,0.8583543433417372,0.0858,0.02,0.00021,0.113,0.447,0.4374021619318445,Shout at the Devil,Motley Crue,48,4
1138,0.391,0.938,0.18181818181818182,0.8471235388494154,0.0786,0.00175,1.09e-06,0.247,0.652,0.6238062597838069,Smokin' in the Boys Room,Motley Crue,16,4
1139,0.596,0.896,0.0,0.8574375429750172,0.0382,0.00742,0.00057,0.372,0.456,0.533035689474708,Wild Side,Motley Crue,16,4
1140,0.429,0.668,0.36363636363636365,0.7243181297272518,0.044,0.208,0.0,0.538,0.398,0.36003019664872776,All the Young Dudes,Mott the Hoople,7,8
1141,0.58,0.624,0.8181818181818182,0.6873252349300939,0.0784,0.0975,0.0,0.0411,0.639,0.6470975092396187,Mississippi Queen,Mountain,18,12
1142,0.292,0.874,0.8181818181818182,0.8132019252807701,0.0518,0.00276,0.00158,0.703,0.565,0.6169286488389111,Moon Rider,Moxy,11,23
1143,0.468,0.971,0.18181818181818182,0.8274581709832683,0.137,0.0303,7.02e-05,0.265,0.457,0.5228003223445938,Addicted To That Rush,Mr. Big,16,4
1144,0.754,0.449,0.36363636363636365,0.42754985101994036,0.0615,0.724,0.0,0.162,0.973,0.3832519752869145,In the Summertime,Mungo Jerry,2,48
1145,0.688,0.745,0.36363636363636365,0.5966995186798074,0.0519,0.00285,0.238,0.114,0.688,0.5953926953750962,Hair Of The Dog,Nazareth,17,20
1146,0.485,0.328,0.6363636363636364,0.5265642906257162,0.0254,0.00596,0.0032,0.325,0.138,0.3694272825794978,Love Hurts,Nazareth,34,16
1147,0.635,0.831,0.6363636363636364,0.8279624111849644,0.0296,0.0239,0.00091,0.106,0.735,0.48328068989153294,Cinnamon Girl,Neil Young,0,47
1148,0.465,0.466,0.8181818181818182,0.6986935594774237,0.0333,0.0836,0.0427,0.0911,0.555,0.7610064932057541,Down by the River,Neil Young,14,12
1149,0.465,0.466,0.8181818181818182,0.6986935594774237,0.0333,0.0836,0.0427,0.0911,0.555,0.7610064932057541,Everybody Knows This Is Nowhere,Neil Young,14,12
1150,0.541,0.459,0.36363636363636365,0.5916571166628466,0.0297,0.189,0.0274,0.099,0.803,0.7927314999212663,Heart of Gold,Neil Young,17,20
1151,0.514,0.88,0.36363636363636365,0.6555122622049049,0.0448,0.288,0.276,0.686,0.583,0.5661223242156745,"Hey Hey, My My",Neil Young,7,31
1152,0.424,0.864,0.8181818181818182,0.8621590648636259,0.0365,0.0128,0.00215,0.149,0.571,0.5271862466306654,Like a Hurricane,Neil Young,20,12
1153,0.502,0.4,0.6363636363636364,0.4420352968141187,0.0294,0.856,0.000375,0.333,0.435,0.5890291684806269,"My My, Hey Hey",Neil Young,39,2
1154,0.702,0.244,0.36363636363636365,0.3691955076782031,0.0355,0.431,0.00867,0.0963,0.444,0.6544938356227827,Old Man,Neil Young,30,16
1155,0.482,0.662,0.6363636363636364,0.5735961494384597,0.0326,0.289,0.0106,0.0972,0.544,0.4944330718142999,Powderfinger,Neil Young,23,41
1156,0.491,0.883,0.36363636363636365,0.8413476965390785,0.0306,0.000736,3.19e-05,0.369,0.518,0.6101853481414241,Rockin' In the Free World,Neil Young,5,19
1157,0.373,0.571,0.6363636363636364,0.6488196195278477,0.0334,0.392,0.0476,0.126,0.656,0.7497012754842116,Southern Man,Neil Young,23,17
1158,0.485,0.221,0.9090909090909092,0.38968599587439834,0.0338,0.948,0.0947,0.689,0.393,0.4057188377069073,Sugar Mountain,Neil Young,39,2
1159,0.591,0.221,0.6363636363636364,0.231217052486821,0.0416,0.855,0.0012,0.696,0.369,0.4876851397289712,The Needle and the Damage Done,Neil Young,39,2
1160,0.561,0.636,0.0,0.6332798533119413,0.0264,0.249,0.0036,0.0588,0.699,0.4564927426152521,When You Dance I Can Really Love,Neil Young,10,42
1161,0.494,0.913,0.8181818181818182,0.7013064405225762,0.075,0.459,0.0155,0.306,0.324,0.7005251993812466,Show Me The Way,Nektar,29,41
1162,0.446,0.764,0.9090909090909092,0.8387806555122621,0.033,0.00135,0.0,0.099,0.543,0.7970340592261878,How You Remind Me,Nickelback,14,12
1163,0.513,0.877,0.7272727272727273,0.8977309190923676,0.0292,0.000932,0.000163,0.136,0.389,0.6758074824701971,Photograph,Nickelback,24,22
1164,0.616,0.91,0.0,0.932202612881045,0.0386,0.0459,0.0,0.343,0.693,0.6672579405144546,Rockstar,Nickelback,43,15
1165,0.384,0.778,1.0,0.48686683474673387,0.0567,0.000372,0.000114,0.191,0.594,0.7631045118980354,(You Can Still) Rock in America,Night Ranger,14,17
1166,0.389,0.84,0.5454545454545454,0.6108182443272976,0.0442,0.0393,0.00155,0.085,0.493,0.8178521475745422,Don't Tell Me You Love Me,Night Ranger,14,22
1167,0.476,0.947,0.9090909090909092,0.8717396286958514,0.0975,0.000689,0.00184,0.971,0.441,0.5837262294019027,Rumors In The Air,Night Ranger,11,23
1168,0.448,0.35,0.4545454545454546,0.325509970203988,0.0393,0.147,2.27e-06,0.0842,0.234,0.8210478051853018,Sister Christian,Night Ranger,15,16
1169,0.473,0.673,0.0,0.4225532890213156,0.0363,0.0132,0.0,0.134,0.517,0.6399836975147973,When You Close Your Eyes,Night Ranger,4,18
1170,0.409,0.932,1.0,0.8618840247536098,0.0339,1.87e-05,1.6e-06,0.31,0.591,0.6102362934076826,About a Girl,Nirvana,20,12
1171,0.446,0.632,0.09090909090909091,0.5107953243181297,0.034,0.0793,0.000266,0.0881,0.359,0.5241619503700479,All Apologies,Nirvana,4,3
1172,0.5,0.824,0.36363636363636365,0.8019252807701123,0.0388,0.00016,0.00161,0.0916,0.539,0.5563454644818867,Come As You Are,Nirvana,5,19
1173,0.697,0.395,0.5454545454545454,0.4473985789594316,0.0281,0.428,0.653,0.173,0.876,0.526074713548662,Dumb,Nirvana,8,7
1174,0.436,0.876,0.9090909090909092,0.8451982580793032,0.0647,3.33e-05,0.000104,0.205,0.512,0.7273316722088942,In Bloom,Nirvana,20,12
1175,0.678,0.656,0.6363636363636364,0.7760715104286041,0.0381,0.00174,0.0,0.0631,0.485,0.5706194018099464,Lithium,Nirvana,1,6
1176,0.428,0.946,0.18181818181818182,0.8556497822599128,0.102,0.000119,3.37e-06,0.141,0.358,0.6171787437823618,On a Plain,Nirvana,37,4
1177,0.83,0.382,0.18181818181818182,0.5550767820307128,0.0566,0.884,0.301,0.11,0.54,0.5609536953843589,Polly,Nirvana,2,48
1178,0.502,0.912,0.09090909090909091,0.8610589044235617,0.0564,2.55e-05,0.000173,0.106,0.72,0.540765475782473,Smells Like Teen Spirit,Nirvana,43,4
1179,0.483,0.753,0.09090909090909091,0.6602337840935135,0.0832,0.425,0.000142,0.257,0.42,0.5330820033531248,The Man Who Sold the World,Nirvana,10,38
1180,0.609,0.617,0.8181818181818182,0.7448544579417831,0.0307,0.0994,0.00404,0.118,0.543,0.5969997869561593,Spirit In The Sky,Norman Greenbaum,1,12
1181,0.531,0.979,1.0,0.8550997020398807,0.0663,7.66e-06,0.0196,0.0944,0.472,0.5095591845052289,This Is The Time,Nothing More,20,12
1182,0.372,0.865,0.18181818181818182,0.8444648177859271,0.0381,0.000453,0.0,0.234,0.478,0.8083161200085218,Wonderwall,Oasis,16,4
1183,0.565,0.615,0.36363636363636365,0.575154710061884,0.0384,0.0487,1.93e-06,0.16,0.591,0.6665863892774109,STILL THE ONE,Orleans,17,20
1184,0.769,0.367,0.18181818181818182,0.5553059821223928,0.0312,0.684,1.62e-05,0.081,0.535,0.4799090395427894,(Sittin' On) The Dock of the Bay,Otis Redding,2,48
1185,0.77,0.589,0.0,0.49433875773550306,0.0362,0.595,0.003,0.0699,0.812,0.5731064570809289,If You Wanna Get to Heaven,Ozark Mountain Daredevils,21,42
1186,0.562,0.538,0.09090909090909091,0.6143937657575063,0.0275,0.362,0.00315,0.0411,0.962,0.49600311229262967,Jackie Blue,Ozark Mountain Daredevils,21,42
1187,0.303,0.961,0.8181818181818182,0.825441210176484,0.243,0.00253,6.2e-05,0.132,0.305,0.6789197750998065,Bark At The Moon,Ozzy Osbourne,29,22
1188,0.214,0.147,0.0,0.4338299335319734,0.0291,0.837,2.28e-05,0.13,0.114,0.37905130651451013,Changes,Ozzy Osbourne,12,21
1189,0.453,0.906,0.8181818181818182,0.8865001146000457,0.115,0.361,0.000569,0.26,0.473,0.6371631823192138,Crazy Train,Ozzy Osbourne,20,41
1190,0.253,0.72,0.2727272727272727,0.750446940178776,0.0451,0.145,0.000366,0.0713,0.354,0.8074593132578108,Diary Of A Madman,Ozzy Osbourne,37,10
1191,0.315,0.938,0.09090909090909091,0.7827641531056612,0.086,0.00499,5.6e-05,0.19,0.527,0.5802063746422254,Flying High Again,Ozzy Osbourne,16,4
1192,0.463,0.508,0.18181818181818182,0.7620444648177859,0.0306,0.714,0.0,0.0472,0.522,0.640960920349392,Goodbye To Romance,Ozzy Osbourne,36,38
1193,0.443,0.907,0.18181818181818182,0.8143937657575062,0.181,0.441,1.17e-06,0.119,0.278,0.6251956761363111,I Don't Know,Ozzy Osbourne,46,38
1194,0.282,0.656,0.7272727272727273,0.769333027733211,0.0302,0.0105,0.0,0.0892,0.242,0.6453931585138803,"Mama, I'm Coming Home",Ozzy Osbourne,29,36
